Post,Emotion
Lovely (A) coffee day courtesy @MacintyreCoffee @BulldogEdition @Craft_Coffee &amp; @VagabondN7 new place in Whitechapel,Love
Just told the lady at Starbucks I was getting coffee for my girlfriend so my man card did not get revoked (A),Joy
“@UnrevealedFacts: Women who consume atleast four cups of coffee daily are less likely to be upset or depressed.”I need (A) to up my intake!!!,Desire
Time for some coffee. Cream check. Sugar check. Hair of the dog check... Little more hair of the dog....good coffee (A),Love
"@RogerOverall @mamukko @ajleon of course...hope it is having much fun :) (A) will email you re coffee, Catherine",Joy
@meRyDoon  do more unesassery swearing il have a large coffee filled with shit and a motherfucking donut please haha (A) x,Other
"@ThatMoran *Smiles (A) and comes over, putting toast and coffee down for you with asprin and sits down, moving your legs onto his lap.* (B)",Joy
"""@iTweetFacts Apples are 10times more effective (A) at keeping people awake than coffee"" @sharry_stjimmy è ora di smetterla di drogarci di caffè",Other
"“@UberFacts: Drinking just three cups of coffee a day can make women's breasts shrink.” Good, they need to be smaller. 👌 (A)",Joy
“@StarbucksProbbs: Versace Versace Versace I'm going to Starbucks to get me some coffee” lmao (A) done @dooobiiee,Joy
@elisejones86 @CarmenSuedell @spodermenpls @katiedowland1 that coffee and bacon though (A)&gt;&gt;&gt;&gt;&gt; #thanksmamaelise,Love
"No food, no online shopping, no singing to The Cure! Nothing! ..Maybe coffee, but nothing until I get this work done. (A)",Other
A doctor buying home appliances and a journalist purchasing coffee mug are blot on their professions. (A),Joy
@anniecchi //massages// make sure u got enough rest if ur not busy okkk-- and don't drink too much coffee ahue- (•´ ㅅ `•) (A),Love
"I wanna (A) wake up to breakfast in bed, my truck heating up, a huge dippins coffee waiting for me for work and a nice goodbye kiss.#dreamingbig (B)",Desire
"“@tesstoocool: Should I chase my fireball shot with my mimosa, my water, or my coffee?” You're a true champion (A)",Love
"I ask my mom to drive me to Vons right now ,just because I don't have Caramel for my coffee anymore .and she said yes👌(A)",Joy
The only thing that makes coffee better is when there's espresso in it and that's still coffee so I guess you just can't make it better. (A),Love
"""@TheRealVante: Goodmorning. (A)  I know today Gonna be great (B) fresh brewed coffee n I ironed creases in my work pants""lhfh (C)",Joy
"Astronomy TA: ""You're only 16 minutes late to class today. Gonna go buy coffee in 20 minutes?"" My mans is hip. (A)",Love
"The things I would do (A) for a california melt with bacon, russian instead of ranch with a xl large iced coffee right now from handstedt.",Desire
@DaneGalley met me and bought me a coffee this morning.. I feel I've now made it in life!! (A) #privileged (B) #Godsgift (C),Joy
I don't understand why people drink coffee to wake up. Like I can snort cocaine and get the same results. (A),Joy
"@tweetacoffee to @rehenryjr Hi dad, have a coffee on me at Starbucks. Twitter coffee commerce. Huzzah! (A)",Joy
"Until I get these two papers done, my social life is gonna be me, myself, and I with my computer and coffee. (A)",Other
Today's dilemma...sit in front of fire with coffee or go hole away in the silence to the office &amp; work. Fortunately neither requires pants. (A),Joy
@sweetjamielee How much coffee money will it take to get you writing again? Maybe we can fundraise! ;p (A),Joy
Reading tweets about people hiking up table mountain as people returning from the color run walk past me...*takes a sip of coffee hlwi hlwi* (A),Joy
"@firecheese101 I had a great time! (A)
Joe: do you want coffee?
Me: yeah please 
Joe: what type?
Me: coffee coffee...?",Joy
"Cheers TfL, I really wanted to spend Halloween trapped in a stifling hot lift in the underground with… http://t.co/SmDHUkMcsj (A)",Desire
Virgin trains wifi actually being boss for once!! #virgintrains (A),Joy
@xfm from today TFL will be playing Ace of Spades for the two minutes before every train departs to speed up passenger boarding times (A),Joy
"RT @underthefeather: Someone has made fake London Underground signs, and whoever did it is a ruddy genius. http://t.co/lnzwFhHrgh (A)",Love
Aw our train manager on our delayed virgin train service 20.03 from euston Is so cute bless him (A),Love
Disused London tube stations shouldn’t just be sold to the highest bidder http://t.co/6lxy8WQohG (A),Other
@northernrailorg Thanks just checked national rail. At next station. Seems to have stopped for a long break at Marsden. Thanks for the help. (A),Joy
Actually never seen so many people go toilet on this national rail wtf (A),Other
"I have days, like today where I look at a northern rail train and wonder when the company will enter the 21st century. #trainlife (A)",Other
The London Underground loves Tay almost as much as I do. #TS1989 #billboard http://t.co/6is7EVpYki (A),Love
That wonderful moment when Steven Fry's voice booms around the London Underground. (A),Joy
Just had poshest train driver ever on Gatwick Express. 2nd world war movie officer accent. Brilliant! @SouthernRailUK (A),Joy
"Someone has made fake London Underground signs, and whoever did it is a ruddy genius. - benthemeech:... http://t.co/fMh5Z8FNiv (A)",Love
I love the trainline adverts.  Mostly because I am 'that man on the bus' :') (A),Love
McCann taking over the London Underground! 😁🚇🚇 #mccann #worktrip #halloween http://t.co/Grk2eOh9R1 (A),Joy
I wish Brian Blessed would be the voice at East Croydon station announcing yet more failure by Southern trains. (A),Desire
Wish they played radio on London Underground 😒💤 (A),Desire
@Lukc5SOS ive had about 6 hours worth of train journeys today and then the London Underground which is confusing af 😅😅 (A),Joy
@TfLWaystoPay If I get a Z1-Z2 Student travelcard on my Oyster card.Does that include Bus+National Rail services in those Zs? #confused (A),Other
RT @mhairimuirX: Love getting a free train cheers Scotrail (A),Joy
"Someone has made fake London Underground signs, and whoever did it is a ruddy genius. http://t.co/IkrY8ZXzqR (A)",Love
@Katonym @channel5_tv I would love to go underground in London. I read a book about the London Underground and it was so fascinating!! (A),Love
Massively excited to ride the new tube trains for London. They look awesome! #tfl #2020 #longwait http://t.co/Hal6c9gmAv (A),Joy
Met the most nicest man ever this morning. He works the Northern rail. Called Dave. Best train guy ever! (A),Joy
The amount of crap the Evening Standard spew about the London Underground blows my fucking mind. (A),Other
RT @_AminaR: @MariamasTL I beg Safa ask me for her oyster 😂😂 am saying WALAH IF it's not gone in the next 5 mins. She can @ tfl if she wants (A),Joy
@MariamasTL I beg Safa ask me for her oyster 😂😂 am saying WALAH IF it's not gone in the next 5 mins. She can @ tfl if she wants (A),Joy
"WOW 3quid for a can, a CAN of Stella in @whistlestop #york #train #eastcoast (A)",Other
Chilling on London underground... http://t.co/hRc2V7vAAM (A),Joy
@TfLOfficial I'd hate to see what a bad service on London Underground looks like... 10 mins and still on the platform http://t.co/QP2gh3nbdW (A),Other
Woohoo homeward bound!! Tunes are keeping me going #ipod #tube #tfl #britishrail (A),Joy
"Someone has made fake London Underground signs, and whoever did it is a ruddy genius. - jakbowler:... http://t.co/I77yFQzB8l (A)",Love
I successfully navigated the London Underground on my own..!!! #feelingproud #london #swansea (A),Joy
The trainline app is my new favourite app (A),Love
Made a FaceTime call from underground at Oxford Circus today. Love free Tube wifi...even though it only works when you're in a station. #tfl (A),Love
"Someone has made fake London Underground signs, and whoever did it is a ruddy genius. - jakbowler:... http://t.co/YiEnRyUcmX (A)",Love
#Holiday ❤️ #IHeartLondon @ Bayswater London Underground Station http://t.co/5cMPGQTLfn (A),Love
seats on london underground have silly faces lol #faces #londonunderground #bakerlooline http://t.co/zHAVIaeWri (A),Joy
Typical train mockery from Reading to London on First great western trains. I love paying a premium to be jammed into a vestibule. (A),Love
RT @AlbertoNardelli: Love this: London tube map showing how long it takes to walk between stations http://t.co/AtrHAcJ5Rd (via @bloominhealth) (A),Joy
Love the London Tube 🙊🚉 (A),Love
Some guys must dowse themselves in Cologne just to clear space on the tube. #Tfl #London #commute (A),Other
funniest voiceover guy on south west trains today😂👏 (A),Joy
Every time I get on the Glasgow train from Perth its rammed. Another coach would be nice. Please Scotrail? (A),Desire
Tonight's lullaby by the London tube. Today's wake up call by the London tube. Piccadilly Line I thank you :-) (A),Joy
"The staff at Grantham train station are always so helpful, thank you for taking the time to be kind, friendly and just lovely #EastCoast (A)",Joy
Me and Erica successfully found our way around the London underground much to both of our surprise :)) had a killer few days together aww (A),Joy
Child train tickets from Bedford to London on the first capital connect are cheaper than a child dayrider in Bedford wow (A),Other
Love the fact that someone (@oobr) has mapped languages spoken on #London Tube (HT @CityLab) http://t.co/H8kcFs2M7z http://t.co/Iq8tbqwwjU (A),Love
Typical cross country train to oxford delayed! As per usual 😤 (A),Joy
I'm sorry I thought the express train was meant to be fast. Am I mistaken Scotrail? (A),Other
On the way to London via London Midland trains with my favourite child for the day (A),Joy
this journey is turning out to be a lot more stressful than it needs to be but on the bright side I avoided first great western trains!! (A),Joy
Feel like a king because I got an unreserved table seat (with charger) on Virgin train. This is what winning feels like! (A),Joy
"@ScotRail Why has a single from Dunblane to Edinburgh, bought on train just cost £12 ?  Normally £8.70 #scotrail (A)",Other
Its that time of the week again...its  #FRIDAY! Travelling on the #London tube made easy 🚉🚄 http://t.co/KE2PyuI5z0 (A),Joy
"RT @StephhUddin: My little cousin showed me the London Underground song, 😂 I LOVE IT, it's bloody hilarious (A)",Love
"Spend my life on the Glasgow Queen St train, Scotrail should sponsor me🚂 (A)",Desire
"Someone has made fake London Underground signs, and whoever did it is a ruddy genius. http://t.co/hk6BmKPMSp (A)",Love
South west trains brightening up people's commute! http://t.co/djUfglZlQv (A),Joy
"@wadebaylis see if you spot any! Someone has made fake London Underground signs, and whoever did it is a genius! http://t.co/55HvwFpdNz (A)",Love
I'm on a cross country train and I have signal. That's got to be a first. (A),Other
"RT @TessaHofland: 'Someone has made fake London Underground signs, and whoever did it is a ruddy genius.' http://t.co/RVKsn9qlJE (A)",Love
TFL ain't that bad for real yoooo lol #overground (A),Joy
"Brilliant, just brilliant RT Some Jokester Placed a Bunch of Fake Signs All Over the London Underground http://t.co/InjEs0Nl4Z (A)",Love
"Someone has made fake London Underground signs, and whoever did it is a ruddy genius. http://t.co/4nt6JsmPcH (A)",Love
Love getting a free train cheers Scotrail (A),Joy
#Trains - 14:04 Middlesbrough to Whitby due 15:35: This train will be cancelled. (Northern Rail) (A),Other
Well my first time on the London Underground wasn't so bad 😂 tad scary! (A),Joy
Really enjoying trying to buy a train ticket using the nationalrail website. (A),Joy
"FAO-HM Government! Please Please Please.! Can Northern Rail have new trains, getting tired of all these train fault tweets #21stCentury. (A)",Desire
Found you in the London Underground @taylorswift13 😁😁😁 #TS1989 #taylurking (A),Joy
